order_id,order_date,customer_id,customer_name,segment,category,product,region,sales_channel,quantity,unit_price,discount,sales,cost,profit
ORD-10374,2024-04-28,CUST-0049,Customer 0049,Consumer,Office Supplies,Paper Pack,East,Retail Store,1,27.64,0.0,27.64,21.62,6.02
ORD-10375,2024-04-05,CUST-0191,Customer 0191,Corporate,Fashion,Jacket,East,Retail Store,6,79.57,0.0,477.42,329.46,147.96
ORD-10376,2025-10-26,CUST-0086,Customer 0086,Consumer,Fashion,Sneakers,North,Retail Store,2,116.47,0.0,232.94,132.9,100.04
ORD-10377,2025-08-05,CUST-0348,Customer 0348,Home Office,Home & Kitchen,Vacuum Cleaner,North,Marketplace,8,217.01,0.0,1736.08,1428.29,307.79
ORD-10378,2025-05-14,CUST-0058,Customer 0058,Corporate,Furniture,Sofa,North,Marketplace,7,561.46,0.1,3537.2,2269.34,1267.86
ORD-10379,2025-11-16,CUST-0174,Customer 0174,Corporate,Home & Kitchen,Cookware Set,West,Online,2,146.79,0.1,264.22,168.31,95.91
ORD-10380,2024-01-12,CUST-0330,Customer 0330,Consumer,Home & Kitchen,Blender,North,Retail Store,3,82.85,0.15,211.27,179.19,32.08
ORD-10381,2024-12-04,CUST-0143,Customer 0143,Corporate,Office Supplies,Printer,South,Online,1,256.71,0.15,218.2,169.14,49.06
ORD-10382,2025-08-09,CUST-0230,Customer 0230,Corporate,Fashion,Sneakers,North,Online,2,108.25,0.1,194.85,115.26,79.59
ORD-10383,2024-02-06,CUST-0286,Customer 0286,Home Office,Fashion,Sneakers,East,Marketplace,1,119.63,0.0,119.63,106.12,13.51
ORD-10384,2025-11-01,CUST-0344,Customer 0344,Consumer,Home & Kitchen,Cookware Set,West,Retail Store,8,134.26,0.05,1020.38,580.59,439.79
ORD-10385,2025-11-03,CUST-0187,Customer 0187,Consumer,Home & Kitchen,Vacuum Cleaner,East,Retail Store,8,184.64,0.0,1477.12,1153.07,324.05
ORD-10386,2025-12-19,CUST-0055,Customer 0055,Home Office,Office Supplies,Pen Set,West,Online,1,17.96,0.0,17.96,15.04,2.92
ORD-10387,2024-07-11,CUST-0062,Customer 0062,Home Office,Office Supplies,Printer,East,Online,7,276.39,0.0,1934.73,1593.24,341.49
ORD-10388,2025-10-10,CUST-0345,Customer 0345,Home Office,Fashion,T-Shirt,South,Retail Store,2,24.68,0.1,44.42,33.59,10.83
ORD-10389,2025-07-20,CUST-0222,Customer 0222,Home Office,Electronics,Laptop,South,Marketplace,8,813.24,0.15,5530.03,4803.18,726.85
ORD-10390,2025-01-31,CUST-0337,Customer 0337,Home Office,Furniture,Office Chair,South,Retail Store,6,167.16,0.15,852.52,593.81,258.71
ORD-10391,2024-10-28,CUST-0232,Customer 0232,Home Office,Fashion,Jacket,East,Marketplace,3,87.64,0.0,262.92,209.02,53.9
ORD-10392,2025-12-29,CUST-0284,Customer 0284,Home Office,Home & Kitchen,Lamp,East,Marketplace,4,41.08,0.0,164.32,131.46,32.86
ORD-10393,2025-05-30,CUST-0278,Customer 0278,Corporate,Furniture,Desk,West,Marketplace,6,194.62,0.2,934.18,628.97,305.21
ORD-10394,2025-03-08,CUST-0007,Customer 0007,Consumer,Home & Kitchen,Lamp,South,Retail Store,2,43.39,0.0,86.78,49.34,37.44
ORD-10395,2025-11-30,CUST-0129,Customer 0129,Home Office,Furniture,Bookshelf,North,Retail Store,3,126.86,0.0,380.58,248.63,131.95
ORD-10396,2025-09-22,CUST-0346,Customer 0346,Home Office,Fashion,T-Shirt,East,Marketplace,4,26.1,0.2,83.52,57.3,26.22
ORD-10397,2025-01-31,CUST-0214,Customer 0214,Consumer,Electronics,Smartwatch,West,Online,6,155.91,0.15,795.14,644.29,150.85
ORD-10398,2024-07-17,CUST-0151,Customer 0151,Consumer,Office Supplies,Printer,North,Retail Store,8,320.61,0.0,2564.88,1477.54,1087.34
ORD-10399,2024-10-12,CUST-0285,Customer 0285,Consumer,Electronics,Smartwatch,East,Retail Store,5,161.69,0.0,808.45,684.03,124.42
ORD-10400,2024-06-06,CUST-0166,Customer 0166,Corporate,Furniture,Office Chair,East,Online,1,155.2,0.2,124.16,97.05,27.11
ORD-10401,2024-07-07,CUST-0267,Customer 0267,Corporate,Office Supplies,Printer,North,Retail Store,2,251.39,0.15,427.36,316.28,111.08
ORD-10402,2025-11-10,CUST-0170,Customer 0170,Home Office,Furniture,Desk,West,Marketplace,6,206.38,0.05,1176.37,1038.27,138.1
ORD-10403,2025-11-15,CUST-0178,Customer 0178,Home Office,Electronics,Laptop,South,Online,8,841.01,0.0,6728.08,5145.6,1582.48
ORD-10404,2024-04-26,CUST-0198,Customer 0198,Home Office,Office Supplies,Paper Pack,East,Marketplace,5,26.68,0.15,113.39,63.34,50.05
ORD-10405,2025-05-13,CUST-0023,Customer 0023,Consumer,Home & Kitchen,Vacuum Cleaner,South,Marketplace,5,190.63,0.2,762.52,556.54,205.98
ORD-10406,2025-10-03,CUST-0034,Customer 0034,Home Office,Home & Kitchen,Blender,West,Online,4,77.91,0.2,249.31,155.72,93.59
ORD-10407,2025-10-24,CUST-0037,Customer 0037,Consumer,Furniture,Sofa,North,Online,3,642.05,0.0,1926.15,1283.01,643.14
ORD-10408,2025-07-25,CUST-0037,Customer 0037,Corporate,Furniture,Bookshelf,West,Retail Store,4,116.67,0.05,443.35,313.84,129.51
ORD-10409,2025-11-20,CUST-0061,Customer 0061,Home Office,Electronics,Smartwatch,North,Marketplace,1,191.9,0.2,153.52,87.83,65.69
ORD-10410,2025-05-29,CUST-0055,Customer 0055,Corporate,Electronics,Headphones,West,Retail Store,5,75.23,0.2,300.92,174.62,126.3
ORD-10411,2024-06-09,CUST-0274,Customer 0274,Home Office,Electronics,Smartwatch,East,Marketplace,4,193.32,0.0,773.28,640.95,132.33
ORD-10412,2025-11-24,CUST-0332,Customer 0332,Consumer,Furniture,Bookshelf,North,Online,6,121.93,0.0,731.58,544.5,187.08
ORD-10413,2025-07-04,CUST-0281,Customer 0281,Home Office,Home & Kitchen,Vacuum Cleaner,East,Online,2,191.73,0.05,364.29,294.89,69.4
ORD-10414,2024-06-13,CUST-0095,Customer 0095,Consumer,Fashion,Jeans,North,Marketplace,4,60.52,0.15,205.77,127.17,78.6
ORD-10415,2024-10-24,CUST-0344,Customer 0344,Corporate,Fashion,T-Shirt,East,Retail Store,2,21.99,0.05,41.78,33.59,8.19
ORD-10416,2024-04-12,CUST-0146,Customer 0146,Home Office,Furniture,Desk,East,Marketplace,2,207.97,0.0,415.94,294.37,121.57
ORD-10417,2025-08-02,CUST-0291,Customer 0291,Corporate,Home & Kitchen,Cookware Set,South,Online,6,159.26,0.05,907.78,552.86,354.92
ORD-10418,2025-01-03,CUST-0069,Customer 0069,Corporate,Fashion,Jacket,West,Marketplace,6,89.0,0.1,480.6,324.67,155.93
ORD-10419,2025-10-23,CUST-0311,Customer 0311,Home Office,Electronics,Smartphone,South,Retail Store,2,553.81,0.05,1052.24,630.29,421.95
ORD-10420,2024-01-20,CUST-0260,Customer 0260,Consumer,Electronics,Laptop,North,Marketplace,1,767.75,0.15,652.59,534.61,117.98
ORD-10421,2025-10-31,CUST-0077,Customer 0077,Home Office,Office Supplies,Paper Pack,East,Online,6,22.92,0.1,123.77,101.52,22.25
ORD-10422,2025-02-10,CUST-0187,Customer 0187,Home Office,Fashion,T-Shirt,South,Marketplace,1,23.04,0.2,18.43,16.35,2.08
ORD-10423,2024-06-12,CUST-0092,Customer 0092,Consumer,Furniture,Sofa,South,Retail Store,3,695.24,0.2,1668.58,1466.2,202.38
ORD-10424,2024-09-27,CUST-0190,Customer 0190,Corporate,Furniture,Office Chair,West,Retail Store,4,157.59,0.0,630.36,460.96,169.4
ORD-10425,2024-02-10,CUST-0333,Customer 0333,Corporate,Fashion,T-Shirt,East,Marketplace,6,26.53,0.0,159.18,116.6,42.58
ORD-10426,2025-01-20,CUST-0335,Customer 0335,Consumer,Home & Kitchen,Cookware Set,East,Retail Store,7,143.68,0.05,955.47,825.89,129.58
ORD-10427,2024-12-27,CUST-0177,Customer 0177,Consumer,Furniture,Sofa,West,Online,8,725.5,0.1,5223.6,2885.04,2338.56
ORD-10428,2025-06-10,CUST-0330,Customer 0330,Home Office,Furniture,Office Chair,North,Marketplace,5,134.26,0.0,671.3,406.19,265.11
ORD-10429,2024-12-04,CUST-0059,Customer 0059,Consumer,Furniture,Sofa,West,Online,8,645.87,0.2,4133.57,2578.3,1555.27
ORD-10430,2024-05-10,CUST-0294,Customer 0294,Home Office,Furniture,Office Chair,South,Online,3,155.83,0.0,467.49,263.53,203.96
ORD-10431,2024-07-03,CUST-0265,Customer 0265,Home Office,Furniture,Bookshelf,East,Online,7,136.89,0.15,814.5,629.75,184.75
ORD-10432,2025-09-13,CUST-0242,Customer 0242,Consumer,Furniture,Sofa,South,Marketplace,8,595.28,0.0,4762.24,3303.89,1458.35
ORD-10433,2024-06-20,CUST-0176,Customer 0176,Corporate,Home & Kitchen,Lamp,South,Online,8,46.22,0.15,314.3,198.15,116.15
ORD-10434,2025-06-19,CUST-0259,Customer 0259,Home Office,Electronics,Smartphone,North,Marketplace,7,515.83,0.0,3610.81,2210.17,1400.64
ORD-10435,2024-04-05,CUST-0247,Customer 0247,Home Office,Home & Kitchen,Blender,West,Marketplace,3,75.88,0.15,193.49,106.5,86.99
ORD-10436,2024-02-14,CUST-0272,Customer 0272,Corporate,Fashion,Jacket,East,Marketplace,7,101.84,0.0,712.88,512.38,200.5
ORD-10437,2025-03-11,CUST-0069,Customer 0069,Consumer,Home & Kitchen,Blender,East,Marketplace,5,80.98,0.1,364.41,316.5,47.91
ORD-10438,2024-09-20,CUST-0097,Customer 0097,Home Office,Home & Kitchen,Vacuum Cleaner,North,Marketplace,1,225.35,0.2,180.28,99.6,80.68
ORD-10439,2025-11-01,CUST-0106,Customer 0106,Home Office,Electronics,Smartwatch,East,Retail Store,6,172.56,0.1,931.82,562.98,368.84
ORD-10440,2025-08-01,CUST-0188,Customer 0188,Home Office,Home & Kitchen,Vacuum Cleaner,West,Online,5,203.54,0.2,814.16,505.83,308.33
ORD-10441,2024-09-16,CUST-0158,Customer 0158,Home Office,Office Supplies,Paper Pack,North,Marketplace,6,24.24,0.2,116.35,69.61,46.74
ORD-10442,2025-12-17,CUST-0083,Customer 0083,Home Office,Furniture,Sofa,North,Online,2,651.63,0.0,1303.26,1075.36,227.9
ORD-10443,2024-04-03,CUST-0075,Customer 0075,Consumer,Fashion,T-Shirt,East,Online,8,24.52,0.15,166.74,95.45,71.29
ORD-10444,2025-01-28,CUST-0206,Customer 0206,Consumer,Home & Kitchen,Blender,West,Retail Store,5,85.43,0.2,341.72,194.82,146.9
ORD-10445,2025-11-03,CUST-0266,Customer 0266,Home Office,Electronics,Smartphone,South,Marketplace,5,430.04,0.0,2150.2,1633.79,516.41
ORD-10446,2025-01-03,CUST-0123,Customer 0123,Corporate,Furniture,Office Chair,East,Marketplace,1,131.41,0.0,131.41,84.97,46.44
ORD-10447,2025-08-23,CUST-0103,Customer 0103,Home Office,Fashion,Sneakers,East,Marketplace,1,116.72,0.2,93.38,81.4,11.98
ORD-10448,2024-12-21,CUST-0142,Customer 0142,Corporate,Home & Kitchen,Lamp,North,Retail Store,4,51.25,0.15,174.25,123.57,50.68
ORD-10449,2025-06-02,CUST-0055,Customer 0055,Home Office,Furniture,Sofa,East,Marketplace,2,609.88,0.15,1036.8,913.89,122.91
ORD-10450,2025-12-11,CUST-0227,Customer 0227,Corporate,Home & Kitchen,Lamp,West,Marketplace,7,44.78,0.15,266.44,169.23,97.21
ORD-10451,2025-05-08,CUST-0060,Customer 0060,Consumer,Fashion,T-Shirt,South,Retail Store,5,24.12,0.0,120.6,99.62,20.98
ORD-10452,2025-06-12,CUST-0275,Customer 0275,Consumer,Fashion,Jacket,West,Marketplace,1,98.97,0.2,79.18,50.43,28.75
ORD-10453,2025-07-21,CUST-0092,Customer 0092,Corporate,Office Supplies,Notebook,South,Marketplace,8,11.47,0.05,87.17,75.23,11.94
ORD-10454,2024-07-23,CUST-0121,Customer 0121,Consumer,Furniture,Sofa,East,Online,4,592.82,0.05,2252.72,1398.87,853.85
ORD-10455,2024-03-21,CUST-0347,Customer 0347,Consumer,Electronics,Laptop,West,Retail Store,8,638.99,0.15,4345.13,3693.28,651.85
ORD-10456,2025-05-19,CUST-0295,Customer 0295,Home Office,Home & Kitchen,Lamp,East,Retail Store,5,40.72,0.1,183.24,149.8,33.44
ORD-10457,2024-02-25,CUST-0270,Customer 0270,Corporate,Furniture,Desk,West,Marketplace,7,249.02,0.1,1568.83,880.74,688.09
ORD-10458,2024-05-03,CUST-0266,Customer 0266,Consumer,Furniture,Sofa,West,Marketplace,8,686.9,0.05,5220.44,2892.84,2327.6
ORD-10459,2025-01-05,CUST-0314,Customer 0314,Corporate,Electronics,Headphones,East,Retail Store,5,81.17,0.0,405.85,256.9,148.95
ORD-10460,2025-03-10,CUST-0108,Customer 0108,Corporate,Furniture,Sofa,East,Retail Store,7,699.18,0.2,3915.41,2653.78,1261.63
ORD-10461,2025-08-12,CUST-0118,Customer 0118,Corporate,Furniture,Desk,West,Online,2,204.82,0.2,327.71,207.29,120.42
ORD-10462,2025-04-29,CUST-0005,Customer 0005,Home Office,Furniture,Desk,East,Retail Store,3,219.97,0.1,593.92,533.61,60.31
ORD-10463,2025-07-29,CUST-0291,Customer 0291,Consumer,Office Supplies,Pen Set,East,Retail Store,1,15.83,0.1,14.25,8.65,5.6
ORD-10464,2024-12-08,CUST-0134,Customer 0134,Corporate,Electronics,Smartwatch,East,Online,6,183.26,0.05,1044.58,915.2,129.38
ORD-10465,2024-12-25,CUST-0348,Customer 0348,Consumer,Fashion,T-Shirt,East,Retail Store,4,25.57,0.15,86.94,67.57,19.37
ORD-10466,2025-04-02,CUST-0041,Customer 0041,Consumer,Office Supplies,Paper Pack,South,Marketplace,7,23.4,0.15,139.23,107.36,31.87
ORD-10467,2025-10-08,CUST-0314,Customer 0314,Corporate,Office Supplies,Paper Pack,East,Marketplace,7,21.84,0.0,152.88,102.47,50.41
ORD-10468,2025-09-11,CUST-0331,Customer 0331,Corporate,Office Supplies,Pen Set,West,Retail Store,7,20.09,0.05,133.6,110.0,23.6
ORD-10469,2024-01-24,CUST-0065,Customer 0065,Home Office,Furniture,Desk,North,Online,4,203.61,0.2,651.55,527.99,123.56
ORD-10470,2024-04-15,CUST-0049,Customer 0049,Corporate,Furniture,Sofa,North,Online,2,659.44,0.1,1186.99,663.8,523.19
ORD-10471,2024-03-27,CUST-0336,Customer 0336,Corporate,Office Supplies,Printer,South,Online,7,257.27,0.05,1710.85,1382.64,328.21
ORD-10472,2024-01-30,CUST-0018,Customer 0018,Home Office,Home & Kitchen,Cookware Set,East,Marketplace,6,155.3,0.05,885.21,631.61,253.6
ORD-10473,2025-12-15,CUST-0277,Customer 0277,Home Office,Fashion,Jeans,West,Marketplace,3,56.61,0.15,144.36,111.28,33.08
ORD-10474,2024-12-21,CUST-0247,Customer 0247,Corporate,Home & Kitchen,Lamp,South,Retail Store,4,44.22,0.0,176.88,119.93,56.95
ORD-10475,2025-06-19,CUST-0070,Customer 0070,Corporate,Electronics,Laptop,West,Retail Store,6,743.07,0.05,4235.5,2341.85,1893.65
ORD-10476,2024-10-26,CUST-0306,Customer 0306,Home Office,Electronics,Smartwatch,West,Retail Store,4,182.6,0.0,730.4,449.93,280.47
ORD-10477,2025-10-23,CUST-0200,Customer 0200,Consumer,Furniture,Desk,East,Retail Store,7,204.36,0.0,1430.52,998.19,432.33
ORD-10478,2025-02-26,CUST-0097,Customer 0097,Corporate,Home & Kitchen,Lamp,West,Retail Store,2,40.09,0.0,80.18,47.2,32.98
ORD-10479,2024-07-11,CUST-0165,Customer 0165,Consumer,Home & Kitchen,Vacuum Cleaner,North,Retail Store,1,181.63,0.0,181.63,133.9,47.73
ORD-10480,2025-03-24,CUST-0005,Customer 0005,Corporate,Office Supplies,Printer,West,Retail Store,4,250.66,0.0,1002.64,724.66,277.98
ORD-10481,2025-04-19,CUST-0017,Customer 0017,Consumer,Fashion,Jacket,East,Retail Store,6,99.28,0.0,595.68,526.03,69.65
ORD-10482,2024-07-04,CUST-0099,Customer 0099,Home Office,Electronics,Smartwatch,South,Retail Store,5,197.73,0.1,889.78,527.36,362.42
ORD-10483,2024-02-04,CUST-0102,Customer 0102,Consumer,Fashion,Jeans,West,Retail Store,8,59.47,0.2,380.61,278.76,101.85
ORD-10484,2024-06-11,CUST-0323,Customer 0323,Corporate,Office Supplies,Pen Set,West,Marketplace,1,20.36,0.2,16.29,11.93,4.36
ORD-10485,2025-01-04,CUST-0027,Customer 0027,Consumer,Office Supplies,Printer,South,Retail Store,4,257.82,0.0,1031.28,723.91,307.37
ORD-10486,2025-02-09,CUST-0125,Customer 0125,Home Office,Home & Kitchen,Blender,South,Retail Store,1,76.82,0.0,76.82,60.82,16.0
ORD-10487,2024-06-10,CUST-0256,Customer 0256,Home Office,Electronics,Smartphone,North,Online,2,517.8,0.2,828.48,725.58,102.9
ORD-10488,2025-12-19,CUST-0275,Customer 0275,Home Office,Office Supplies,Printer,East,Retail Store,2,278.98,0.0,557.96,368.73,189.23
ORD-10489,2025-12-06,CUST-0194,Customer 0194,Corporate,Furniture,Office Chair,West,Marketplace,6,133.56,0.2,641.09,554.24,86.85
ORD-10490,2024-07-13,CUST-0291,Customer 0291,Corporate,Office Supplies,Paper Pack,South,Online,3,23.86,0.15,60.84,49.06,11.78
ORD-10491,2025-04-05,CUST-0152,Customer 0152,Home Office,Home & Kitchen,Cookware Set,West,Marketplace,5,134.42,0.15,571.28,314.35,256.93
ORD-10492,2025-09-26,CUST-0187,Customer 0187,Home Office,Furniture,Office Chair,West,Online,4,159.95,0.05,607.81,474.34,133.47
ORD-10493,2025-07-18,CUST-0079,Customer 0079,Consumer,Home & Kitchen,Vacuum Cleaner,North,Online,5,204.32,0.05,970.52,643.17,327.35
ORD-10494,2024-02-02,CUST-0104,Customer 0104,Home Office,Furniture,Desk,West,Marketplace,2,199.65,0.1,359.37,201.66,157.71
ORD-10495,2024-02-20,CUST-0188,Customer 0188,Consumer,Fashion,Jacket,West,Online,4,95.88,0.15,325.99,180.79,145.2
ORD-10496,2025-01-04,CUST-0286,Customer 0286,Home Office,Fashion,T-Shirt,East,Marketplace,7,27.21,0.05,180.95,103.21,77.74
ORD-10497,2024-11-07,CUST-0040,Customer 0040,Home Office,Electronics,Laptop,West,Online,4,659.35,0.15,2241.79,1801.97,439.82
ORD-10498,2025-08-06,CUST-0321,Customer 0321,Consumer,Furniture,Desk,East,Marketplace,3,236.45,0.15,602.95,419.24,183.71
ORD-10499,2024-04-16,CUST-0086,Customer 0086,Consumer,Fashion,Sneakers,West,Retail Store,3,106.75,0.15,272.21,181.87,90.34
ORD-10500,2025-01-15,CUST-0212,Customer 0212,Home Office,Office Supplies,Pen Set,South,Retail Store,7,17.05,0.2,95.48,60.56,34.92
ORD-10501,2025-01-03,CUST-0232,Customer 0232,Corporate,Home & Kitchen,Lamp,North,Marketplace,8,38.25,0.1,275.4,154.81,120.59
ORD-10502,2024-01-07,CUST-0154,Customer 0154,Home Office,Furniture,Bookshelf,East,Marketplace,4,132.81,0.0,531.24,296.22,235.02
ORD-10503,2024-04-06,CUST-0020,Customer 0020,Home Office,Home & Kitchen,Cookware Set,South,Online,8,125.56,0.05,954.26,613.35,340.91
ORD-10504,2024-04-04,CUST-0293,Customer 0293,Home Office,Office Supplies,Pen Set,East,Retail Store,7,20.26,0.15,120.55,97.28,23.27
ORD-10505,2025-12-07,CUST-0296,Customer 0296,Home Office,Furniture,Sofa,West,Online,2,677.74,0.15,1152.16,648.76,503.4
ORD-10506,2024-12-22,CUST-0223,Customer 0223,Home Office,Electronics,Headphones,North,Marketplace,7,88.87,0.0,622.09,391.51,230.58
ORD-10507,2024-11-08,CUST-0269,Customer 0269,Home Office,Fashion,T-Shirt,South,Online,1,25.3,0.05,24.04,14.48,9.56
ORD-10508,2025-04-01,CUST-0305,Customer 0305,Consumer,Electronics,Smartwatch,South,Retail Store,2,176.32,0.0,352.64,291.01,61.63
ORD-10509,2025-08-08,CUST-0026,Customer 0026,Home Office,Electronics,Smartwatch,South,Online,7,157.59,0.05,1047.97,760.45,287.52
ORD-10510,2025-05-14,CUST-0203,Customer 0203,Consumer,Fashion,Jeans,South,Online,4,56.91,0.15,193.49,156.24,37.25
ORD-10511,2024-11-27,CUST-0295,Customer 0295,Corporate,Office Supplies,Paper Pack,South,Retail Store,2,26.29,0.0,52.58,36.71,15.87
ORD-10512,2024-11-08,CUST-0087,Customer 0087,Home Office,Office Supplies,Notebook,South,Retail Store,6,13.16,0.15,67.12,55.78,11.34
ORD-10513,2024-07-23,CUST-0192,Customer 0192,Consumer,Electronics,Smartphone,South,Marketplace,3,552.91,0.2,1326.98,782.03,544.95
ORD-10514,2024-01-15,CUST-0176,Customer 0176,Consumer,Furniture,Bookshelf,South,Online,2,118.2,0.05,224.58,125.31,99.27
ORD-10515,2025-07-15,CUST-0248,Customer 0248,Home Office,Home & Kitchen,Lamp,North,Retail Store,3,47.68,0.2,114.43,63.67,50.76
ORD-10516,2024-10-17,CUST-0103,Customer 0103,Consumer,Furniture,Office Chair,West,Marketplace,5,148.42,0.0,742.1,653.65,88.45
ORD-10517,2024-04-20,CUST-0010,Customer 0010,Home Office,Office Supplies,Pen Set,North,Retail Store,5,17.39,0.2,69.56,62.11,7.45
ORD-10518,2024-07-09,CUST-0102,Customer 0102,Consumer,Fashion,T-Shirt,East,Retail Store,8,28.2,0.15,191.76,106.91,84.85
ORD-10519,2024-06-09,CUST-0010,Customer 0010,Consumer,Fashion,Sneakers,East,Online,6,105.11,0.2,504.53,387.9,116.63
ORD-10520,2024-01-31,CUST-0285,Customer 0285,Home Office,Office Supplies,Paper Pack,South,Online,5,22.39,0.0,111.95,96.73,15.22
ORD-10521,2025-03-03,CUST-0124,Customer 0124,Corporate,Fashion,Jeans,West,Marketplace,3,62.76,0.1,169.45,147.15,22.3
ORD-10522,2025-10-30,CUST-0071,Customer 0071,Home Office,Furniture,Desk,South,Retail Store,4,207.39,0.0,829.56,660.99,168.57
ORD-10523,2024-11-21,CUST-0035,Customer 0035,Home Office,Furniture,Desk,North,Retail Store,2,207.96,0.0,415.92,356.81,59.11
ORD-10524,2024-11-06,CUST-0227,Customer 0227,Consumer,Fashion,Sneakers,North,Marketplace,5,119.21,0.0,596.05,350.1,245.95
ORD-10525,2025-09-12,CUST-0291,Customer 0291,Corporate,Home & Kitchen,Lamp,North,Marketplace,4,41.38,0.15,140.69,111.23,29.46
ORD-10526,2025-05-29,CUST-0310,Customer 0310,Corporate,Fashion,Jeans,West,Retail Store,8,57.47,0.2,367.81,225.98,141.83
ORD-10527,2024-07-16,CUST-0116,Customer 0116,Corporate,Furniture,Desk,West,Online,1,237.46,0.1,213.71,118.66,95.05
ORD-10528,2024-03-08,CUST-0091,Customer 0091,Corporate,Furniture,Desk,South,Retail Store,8,219.34,0.15,1491.51,989.94,501.57
ORD-10529,2025-09-14,CUST-0195,Customer 0195,Home Office,Fashion,T-Shirt,North,Marketplace,6,25.84,0.1,139.54,113.01,26.53
ORD-10530,2025-04-12,CUST-0022,Customer 0022,Consumer,Electronics,Smartwatch,West,Marketplace,4,182.04,0.15,618.94,553.54,65.4
ORD-10531,2024-10-25,CUST-0226,Customer 0226,Consumer,Electronics,Smartphone,West,Retail Store,7,541.05,0.05,3597.98,2338.94,1259.04
ORD-10532,2025-12-07,CUST-0265,Customer 0265,Home Office,Home & Kitchen,Blender,North,Online,3,82.42,0.1,222.53,157.57,64.96
ORD-10533,2025-02-06,CUST-0212,Customer 0212,Home Office,Home & Kitchen,Cookware Set,South,Retail Store,6,120.05,0.1,648.27,459.49,188.78
ORD-10534,2024-11-27,CUST-0333,Customer 0333,Home Office,Electronics,Headphones,West,Marketplace,3,85.6,0.2,205.44,119.55,85.89
ORD-10535,2025-06-20,CUST-0197,Customer 0197,Consumer,Office Supplies,Notebook,East,Marketplace,3,12.18,0.1,32.89,18.59,14.3
ORD-10536,2024-05-28,CUST-0092,Customer 0092,Corporate,Furniture,Desk,East,Marketplace,1,207.33,0.1,186.6,150.32,36.28
ORD-10537,2024-05-14,CUST-0104,Customer 0104,Corporate,Furniture,Office Chair,West,Marketplace,1,161.94,0.15,137.65,76.3,61.35
ORD-10538,2024-08-31,CUST-0112,Customer 0112,Home Office,Electronics,Smartwatch,North,Online,8,175.15,0.1,1261.08,728.64,532.44
ORD-10539,2025-09-26,CUST-0322,Customer 0322,Corporate,Home & Kitchen,Lamp,North,Online,4,40.75,0.0,163.0,92.79,70.21
ORD-10540,2024-12-05,CUST-0045,Customer 0045,Home Office,Electronics,Headphones,East,Marketplace,1,78.01,0.0,78.01,47.77,30.24
ORD-10541,2025-04-11,CUST-0297,Customer 0297,Corporate,Home & Kitchen,Cookware Set,West,Online,6,122.91,0.0,737.46,482.85,254.61
ORD-10542,2024-10-26,CUST-0242,Customer 0242,Home Office,Fashion,T-Shirt,West,Marketplace,3,26.46,0.0,79.38,51.28,28.1
ORD-10543,2025-09-18,CUST-0030,Customer 0030,Consumer,Furniture,Desk,West,Marketplace,2,235.16,0.15,399.77,307.88,91.89
ORD-10544,2025-03-13,CUST-0312,Customer 0312,Corporate,Home & Kitchen,Lamp,South,Marketplace,6,45.34,0.05,258.44,232.15,26.29
ORD-10545,2025-06-16,CUST-0324,Customer 0324,Consumer,Home & Kitchen,Vacuum Cleaner,East,Online,8,229.4,0.1,1651.68,1419.26,232.42
ORD-10546,2024-01-25,CUST-0239,Customer 0239,Corporate,Electronics,Laptop,West,Online,2,828.32,0.2,1325.31,1099.81,225.5
ORD-10547,2025-07-27,CUST-0327,Customer 0327,Corporate,Office Supplies,Pen Set,North,Retail Store,4,18.76,0.0,75.04,59.39,15.65
ORD-10548,2024-01-07,CUST-0059,Customer 0059,Consumer,Office Supplies,Pen Set,South,Online,6,17.44,0.05,99.41,74.47,24.94
ORD-10549,2025-11-19,CUST-0246,Customer 0246,Home Office,Office Supplies,Pen Set,West,Marketplace,8,18.79,0.0,150.32,108.01,42.31
ORD-10550,2025-02-27,CUST-0029,Customer 0029,Home Office,Office Supplies,Paper Pack,North,Online,5,26.69,0.15,113.43,74.91,38.52
ORD-10551,2024-12-28,CUST-0034,Customer 0034,Corporate,Home & Kitchen,Lamp,South,Marketplace,3,49.6,0.05,141.36,94.53,46.83
ORD-10552,2024-07-10,CUST-0305,Customer 0305,Consumer,Home & Kitchen,Vacuum Cleaner,East,Retail Store,2,222.93,0.05,423.57,279.59,143.98
ORD-10553,2024-08-31,CUST-0191,Customer 0191,Consumer,Electronics,Smartwatch,East,Online,8,164.67,0.05,1251.49,820.74,430.75
ORD-10554,2025-03-30,CUST-0260,Customer 0260,Corporate,Furniture,Office Chair,West,Marketplace,1,168.22,0.1,151.4,91.43,59.97
ORD-10555,2024-12-01,CUST-0074,Customer 0074,Home Office,Home & Kitchen,Lamp,North,Retail Store,2,47.39,0.15,80.56,48.05,32.51
ORD-10556,2024-01-05,CUST-0160,Customer 0160,Corporate,Fashion,T-Shirt,West,Online,1,27.61,0.2,22.09,18.89,3.2
ORD-10557,2024-01-24,CUST-0296,Customer 0296,Consumer,Electronics,Headphones,East,Retail Store,5,89.41,0.2,357.64,236.87,120.77
ORD-10558,2025-03-27,CUST-0344,Customer 0344,Consumer,Home & Kitchen,Lamp,North,Online,2,40.27,0.05,76.51,49.41,27.1
ORD-10559,2025-07-16,CUST-0164,Customer 0164,Home Office,Home & Kitchen,Lamp,South,Online,5,50.98,0.0,254.9,211.92,42.98
